"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.216864512435825,0.0498366317339886,-0.105159196031609,-0.148170702900052,-0.0659758861062757,0.0666191085261808,0.144493288613817,0.109934334792336,-0.00893492021451517,-0.119104839037156,-0.137350886427319,-0.0504972359294061,0.074826877094377,0.143321653587062,0.10316615152386,-0.0152811220384264,-0.121932389963862,-0.135553208680097,-0.0458332283371742,0.078832133448313,0.143601296837446,0.0996239292409717,-0.0196861262089093,-0.12359045167454,-0.133703200670065,-0.0414086907755368,0.0868785969595204,0.149424803085921,0.0991129051482941,-0.0263930300466258,-0.132981959574334,-0.140307718601196,-0.042242767024277,0.0880596863837008,0.152317545483552,0.101583809194855,-0.0271797197085387,-0.137473583328544,-0.145513150901329,-0.043660530295573,0.0925368733264006,0.160631024539319,0.107520384034367,-0.029429869107775,-0.150404860128345,-0.164797013091919,-0.0569557717738925,0.105928162270661,0.220736056934329,0.223340182648048
"2",0.314797657827595,0.0632003204295367,-0.165576062221724,-0.223579156080407,-0.0941657858155123,0.106767095998546,0.220208242314616,0.161957096758633,-0.0203383283753292,-0.184705228583217,-0.206780995372989,-0.0708183953307798,0.118787266542864,0.217854259326392,0.151609626111049,-0.0296736670199621,-0.187889089166455,-0.203003042330701,-0.0636810870167206,0.123997489056093,0.217541108392915,0.146265239595878,-0.0356428679819661,-0.189963301506679,-0.200219399189694,-0.0571274473549993,0.136330785451191,0.226830060056197,0.146174805618701,-0.045196916301391,-0.2036415621308,-0.209717344288485,-0.0580631211654065,0.138057355058626,0.230884464894038,0.149577385320114,-0.0462696509899803,-0.209889345161721,-0.217081567017955,-0.0600739067371554,0.144805590698051,0.243645023364111,0.159339763797687,-0.0492828332197784,-0.230035064697009,-0.246956420877835,-0.0790087544889981,0.168683453982737,0.34007656297397,0.339441223657875
"3",0.376788038414058,0.068132952231874,-0.208546227135881,-0.273865086226936,-0.110619073286396,0.136412598512598,0.272038560411128,0.195366061830213,-0.0308482636200665,-0.230846783313828,-0.253152595350372,-0.0820246261763011,0.15100745883577,0.268701165641346,0.182433647842802,-0.042152457920487,-0.233858245375607,-0.247587676503499,-0.0732647070896971,0.156465607553584,0.267464542748721,0.175873906378322,-0.0486454521916279,-0.235663468947319,-0.24407536205666,-0.0655798194576007,0.171367355907108,0.279018886946271,0.176262340430322,-0.0598390897159695,-0.252001517583161,-0.255391885526033,-0.0666284895941413,0.173172864015965,0.283499514437775,0.180150658575606,-0.0608246735321559,-0.25889040579839,-0.263907963448565,-0.0693462976684061,0.180789910495483,0.298865181301478,0.192799707861754,-0.0636148170251922,-0.28343849038123,-0.301055407822933,-0.0924584391830898,0.211586173938042,0.420107516179054,0.416471932816068
"4",0.396700777448374,0.0669858288817539,-0.225829826239726,-0.291941311605981,-0.114921026116894,0.149034881153694,0.291497922510782,0.206270647565249,-0.0368771729783628,-0.249198114817737,-0.269689271691157,-0.0840733765440476,0.164816034404434,0.287641968557817,0.19202497801888,-0.0490928565611888,-0.251798574569047,-0.262939232472625,-0.0745669160065307,0.170010919405407,0.28559405749441,0.184892664638327,-0.0554802288915707,-0.253163112802297,-0.259042475081973,-0.066565758750418,0.185740226553372,0.297946118128506,0.185522389098984,-0.0671720914995661,-0.270311518662575,-0.270787753930569,-0.0674738333457735,0.187509791451149,0.302308383505287,0.189336940420027,-0.0680278558299724,-0.277035488314929,-0.279408350301192,-0.0705309342476364,0.195065468587927,0.318411306427204,0.203304804709278,-0.0703288916979158,-0.303077515529243,-0.319385342062207,-0.095155607767687,0.228929987048291,0.449690737392535,0.44346409991289
"5",0.370245138944537,0.0585974726340781,-0.215805909051162,-0.275057552503721,-0.105500284582146,0.143765305503613,0.276063468650017,0.192570089408392,-0.0383650124360188,-0.237594528676999,-0.253870907654758,-0.0760974063056893,0.158788165888774,0.272092306781591,0.178700890127928,-0.0500010443049269,-0.239442303867744,-0.246726738203956,-0.0669725472159173,0.163069993829733,0.26939552043293,0.171758876730441,-0.0555425432315977,-0.240168294376748,-0.242902685907678,-0.0596339850857573,0.177711823693952,0.281018788994179,0.172485021090924,-0.0663891597877325,-0.256099771284005,-0.253682838404807,-0.0603462426916803,0.179140542783996,0.284668299454242,0.175771701404361,-0.0669578232171396,-0.261815347150496,-0.261366144549098,-0.0633895397993943,0.185692311036852,0.299515058185941,0.189299864575247,-0.0685489273156164,-0.286283473394185,-0.299498188732194,-0.0867913559112126,0.21837142404811,0.425031926509554,0.41711444612003
"6",0.299369948945405,0.0435112410620079,-0.179260520956634,-0.224567357293538,-0.083229352578386,0.120977350286422,0.227100557129062,0.155590830945383,-0.0350670902198286,-0.197058544389038,-0.207257208315131,-0.0589876698302183,0.13340715611496,0.223559787895105,0.143847888405385,-0.0446898605042942,-0.198006562948099,-0.20069874222037,-0.0513971447261293,0.136315695517512,0.220643552497312,0.137993704617042,-0.0487286076124976,-0.198064981917231,-0.19750131526549,-0.0456598354239599,0.148091608250204,0.230155343024659,0.138748832959309,-0.0574546077288251,-0.210980530228204,-0.206150903619954,-0.046206816772607,0.1489801509796,0.232711711053161,0.141196743617699,-0.0576427387846171,-0.215056388065028,-0.212064355759595,-0.0489119336676974,0.15380033642453,0.244656282342179,0.152765301322891,-0.0583167823490501,-0.235092578768179,-0.243942649040729,-0.0685761950684874,0.18101900521152,0.349147713389862,0.341010601097588
"7",0.19374721375716,0.0245913516579071,-0.120119394858883,-0.146715138919189,-0.0513317838220066,0.0828598693347926,0.150202053209345,0.0999021387312578,-0.0269172587984583,-0.13202448926848,-0.135338669784709,-0.0350407445719106,0.0913355331355705,0.147607043345014,0.0916555332694636,-0.0335623519817859,-0.132169224779094,-0.130183330069557,-0.0297290276455112,0.0927338861201758,0.144910690625882,0.0874780536310157,-0.0358430306004463,-0.131714392536237,-0.127993881176905,-0.026178687694009,0.100322668942925,0.15112487870334,0.0879968723055041,-0.041586685573791,-0.140169648387645,-0.133469238270326,-0.0263860343050647,0.100707063928059,0.152373344770015,0.0892691007877014,-0.0415421237784772,-0.142274328475721,-0.1369035808417,-0.0282448399131714,0.103436439228395,0.160049559250605,0.0973466126726938,-0.0414267897469219,-0.155620230278328,-0.158723911095113,-0.0417545151389109,0.121909067895685,0.230742713573783,0.223008436154352
"8",0.0657295498635126,0.0035442816350456,-0.0460432010708747,-0.0511922721869047,-0.0135755074065587,0.0344271263279875,0.0551108201682488,0.032366836111363,-0.0152163579329533,-0.050812370124842,-0.0470411143496192,-0.00702315627122704,0.0379918657757614,0.0536897888037314,0.0284609850173389,-0.018140133521653,-0.0501106329159874,-0.0438481798876827,-0.00457859340057612,0.0377419163532329,0.0515258419776551,0.0264002736239723,-0.0184864390810128,-0.0492656821350304,-0.0429039436057224,-0.00357452241713494,0.04026462792452,0.0536289669036605,0.0264885110520826,-0.0206698450283772,-0.0522777941570632,-0.0445085271087198,-0.00335244653054424,0.0401124594061746,0.0533696980511186,0.0263675864550664,-0.0204363150255552,-0.0521561126081317,-0.0450223724592736,-0.00408498479312017,0.0404823968102852,0.055894394758772,0.0299266708305444,-0.0196831337570867,-0.0573288463834363,-0.0541538406525971,-0.00975269755745463,0.0479354230123406,0.0839926100015287,0.0774069097583453
"9",-0.0675371119032298,-0.0166245872155809,0.033337956745652,0.0493703736627705,0.0247848555618473,-0.018261524223664,-0.0457754999406327,-0.0379326236784141,-0.00113102384527446,0.0361169111621445,0.0459087553072952,0.0210090019954379,-0.0199432723324053,-0.0458812972597029,-0.0371397718417858,-7.99551087643304e-05,0.0375377973516901,0.046782330336614,0.0203916229626264,-0.0216996868343291,-0.0472287984936097,-0.03694008621056,0.00138753312177716,0.0385782611875601,0.0464224654047726,0.0188597589918995,-0.0244343429682446,-0.049499680296464,-0.0374114133091563,0.00288099374244286,0.0412675076733987,0.048860755284658,0.0195309397368243,-0.0250580573407184,-0.0512122046989426,-0.0389416040476449,0.00319600042522197,0.0435278673308866,0.0513219530141504,0.0201152144836609,-0.0269365648323542,-0.0540404069726508,-0.0403880437290007,0.00430668161163309,0.0469681253335275,0.0559164815405015,0.0229883603328212,-0.0313062560777466,-0.0716672002262341,-0.0762575815636976
"10",-0.188635014544367,-0.0333968398292865,0.107267923032798,0.141474975737598,0.0588132872683517,-0.0679190210877115,-0.138864029568509,-0.101773198242947,0.0131320234525845,0.116934578727632,0.131157025669258,0.0456033393503148,-0.0744141747965231,-0.137732675967482,-0.0966124891162769,0.0178581866898571,0.118871872539449,0.129699405618298,0.0421391832852912,-0.0773837004662871,-0.1381135471696,-0.0942808046057687,0.0208326443872607,0.119921051788695,0.128133042093012,0.0383764748700724,-0.0848935850730711,-0.144433933565668,-0.095359524832754,0.0256296449046384,0.127821841138754,0.134269982286315,0.039490443191673,-0.085858853264801,-0.147373805235448,-0.0981205320587863,0.0259464642152536,0.131870759510386,0.139351265444987,0.0413288991998373,-0.0896480111368042,-0.155047031862736,-0.104313976020356,0.0271900383219962,0.143243823253592,0.156825695599152,0.0522519127721262,-0.105085509332105,-0.215423113775419,-0.217519864797137
