"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.968383237935048,0.944394866911089,0.923862405087224,0.905574111614311,0.887519649839574,0.868010175100982,0.847276634139803,0.826204321050922,0.806016813464863,0.787457214550584,0.770567949060241,0.754409482128808,0.738241200567649,0.721681152709066,0.705025180255604,0.689000625466768,0.674087630088915,0.660222878781438,0.647116493104452,0.634003058482482,0.620674106397883,0.607393349540632,0.594539884304986,0.582559935998866,0.571496071167707,0.571496071167705,0.554959105885734,0.539070088929147,0.523446116542316,0.507862158701685,0.492490176499738,0.477860038346666,0.46424807445634,0.451633365340308,0.439578153625555,0.427521975579121,0.415082452823571,0.402652922588229,0.390855514317769,0.380351421933246,0.371202407535856,0.362599085747153,0.353489008460142,0.343341423018104,0.332031401701337,0.321468121908608,0.313311386209283,0.308249363099556,0.306492220089054,0.305963315219848
0.989800493712029,0.965426853299587,0.944147346547423,0.925009240529772,0.906196547226491,0.886100174545177,0.864985803858825,0.843599323432424,0.823087702400853,0.804126025709158,0.786758574747372,0.770112841456748,0.753525368097258,0.736649299343473,0.719736377648107,0.7034751182128,0.68826352978385,0.674054433473859,0.660596939003709,0.647170157937114,0.633581796347916,0.620087155948126,0.607012930112241,0.594783943749722,0.583442493399391,0.58344249339939,0.56651091005303,0.550226462103721,0.534255467970112,0.518382160612651,0.502753979942616,0.487866383563876,0.473953428220722,0.46101574985443,0.448642063336068,0.436320138526212,0.423694143768835,0.411131402884907,0.399186045810032,0.388452013106918,0.379001667026317,0.370051160397772,0.360697791082417,0.350440361779326,0.339120082319039,0.328531835248501,0.32021115291963,0.314714968041987,0.312382471201631,0.311247684991408
1.01172648617124,0.986807628171374,0.964600721100226,0.944361997845926,0.924597430447519,0.90383331177328,0.882354667289231,0.860722744807288,0.839942162375743,0.820576421809434,0.802697775779421,0.785522571986366,0.768498995760625,0.751317825843989,0.734179833841937,0.717698350888807,0.702193133552925,0.687630539592247,0.673793289275588,0.660038540530408,0.646205603490973,0.632521232979214,0.619254695930444,0.60679347288161,0.595165968150516,0.595165968150515,0.577809279899651,0.561110171626961,0.544788501839191,0.528652438684723,0.512808102576264,0.497692070164377,0.483481474041016,0.470198073253209,0.457479358898824,0.444892332377903,0.432105262156376,0.419452179994344,0.407388521572899,0.396427240177001,0.386645169613383,0.377330621060218,0.367733241670397,0.357399927300347,0.34617945125445,0.335675678630945,0.327207882613115,0.321227359406719,0.318145598681353,0.316105854604254
1.03471663942277,1.0092678348363,0.986082560767038,0.964651705310487,0.94383994116103,0.922373295135961,0.900535328470251,0.878693431406736,0.857663823611773,0.837883927819759,0.819452998983494,0.801702312221729,0.784211597897132,0.766727539897004,0.749385929117315,0.732692800779967,0.716886681043107,0.701939658126117,0.687700389430434,0.673602859071722,0.659526378712106,0.645664813311228,0.632223894274061,0.619532425660069,0.607600815912087,0.607600815912086,0.589804323265807,0.572673249049111,0.555989668886411,0.539591122693344,0.523541034599851,0.508198980367704,0.493681838806135,0.480027820385191,0.466940374081013,0.454078741306973,0.441145529213124,0.428430203933956,0.416272468761622,0.405075894476738,0.394923146104245,0.385215065035855,0.37536835250867,0.365015221647437,0.353952166437315,0.343592643273547,0.334991611211991,0.328464834985047,0.324435414749394,0.321242181960504
1.0580395943605,1.03205205059459,1.00782333419159,0.985112314405185,0.963173404702192,0.940954001377512,0.918754169442056,0.896727563481173,0.875475693463587,0.855291965901017,0.836304585406939,0.817970514897351,0.800003968637985,0.782213495762931,0.764678198679471,0.747779620392429,0.731666636194663,0.71631943064731,0.701654805993852,0.687199034307128,0.672876759777956,0.658841234056001,0.645227588068636,0.632300463279915,0.620055252515397,0.620055252515397,0.601805904938517,0.584229443986771,0.56717778683228,0.5505205740602,0.534275714468698,0.518718805506307,0.503894562599475,0.489856517943266,0.47638125448204,0.463230776924984,0.450145062386328,0.437364241085901,0.42511081004926,0.413672033836718,0.403120833269286,0.392989709622896,0.382881062196958,0.372518794461905,0.361656666500285,0.351480125348473,0.342742339386962,0.33562472121763,0.330573393653151,0.326170194166964
1.08226078306032,1.05571130109101,1.0303893923078,1.0063730321954,0.983284778749682,0.960286680734061,0.937718159986361,0.915511320923702,0.894035198405912,0.873444132088184,0.853886618363473,0.834947962467336,0.816482843489173,0.798366516754412,0.780618701840754,0.763499427289902,0.747063366421441,0.731302495959462,0.716196181598073,0.701363394414804,0.686778182952786,0.672552994765446,0.658751690236609,0.645571799042943,0.632998680088404,0.632998680088403,0.614279425797907,0.596241060870785,0.578809037513031,0.561879755877547,0.545427155423083,0.529644574621353,0.514496660128087,0.500051554989439,0.486165638534805,0.47270171208855,0.459443871443706,0.446583957892466,0.434224169737571,0.422530524331665,0.411568647459878,0.400997351730182,0.3906112216307,0.380217439277108,0.36953992530778,0.359539822782801,0.350656290050393,0.34293370579009,0.336839063384056,0.331243825179429
1.10694249913341,1.07983281050357,1.05346653200338,1.02820456876714,1.00400234425222,0.980243332391114,0.95729387686279,0.934878340005494,0.91315525006358,0.892133970140897,0.871988702509386,0.852435134730426,0.833460355103947,0.814997853227902,0.797013219082094,0.779650443244773,0.762880820470713,0.746696268812514,0.731140744521568,0.715922005153218,0.70106172550135,0.686634038804379,0.672633009795921,0.659191259317138,0.646283575570692,0.646283575570691,0.627089453755578,0.608583642098267,0.590758626966233,0.57353671972375,0.556853883400309,0.540822599732663,0.525335125068209,0.510474274660196,0.496168258668441,0.482383312523888,0.468943832976003,0.455989828654013,0.443508731076331,0.431556313097878,0.420189110303587,0.409186921927881,0.398514430158147,0.388079507234575,0.377569207226245,0.367729857240585,0.358698288434737,0.350380178523643,0.343265081980555,0.336499165655958
1.13223276041676,1.10453764165153,1.07717250828096,1.05073679133994,1.02547723246836,1.00097316923913,0.977609194007843,0.954940779720824,0.93292878909769,0.911457861594169,0.890732632302658,0.870583010446123,0.851111383103394,0.832294845026597,0.814053377995707,0.796430646488294,0.779321562382842,0.762720302337097,0.74672438162627,0.731124883420773,0.715980794021487,0.701334731322752,0.6871189228079,0.673406661888213,0.66016802490732,0.66016802490732,0.64049866092776,0.621527188668693,0.603303777174552,0.585773974158249,0.56884072301706,0.552545347749907,0.536718681368228,0.521451434406847,0.506740095050237,0.492641467116088,0.479010119096698,0.465938807486887,0.453312720194907,0.441097526573695,0.42933999527474,0.417923364318923,0.406966757771837,0.39646216865932,0.386072895297309,0.37634059085351,0.367150987057943,0.358278844527488,0.350232699050659,0.342440737365898
1.15790722435511,1.12964051508701,1.10135803706431,1.07385822106452,1.04762020851089,1.02239832066868,0.99859035307302,0.975612234130103,0.953265238735329,0.931330388534661,0.910038966287193,0.889314280558567,0.869351350894056,0.850162542797077,0.831630863840185,0.813717593119585,0.796257138876151,0.779244341316001,0.762818762659267,0.746837634858418,0.731391368111598,0.71650116169325,0.702044826606063,0.688049899419692,0.674481108616903,0.674481108616903,0.654338353794478,0.634902029793415,0.616270618374075,0.5984092776745,0.581196333643405,0.564612515337395,0.548438624661747,0.532772343669514,0.517665035425289,0.503248255338398,0.489399934733104,0.476173565286137,0.463371679483321,0.450886556023954,0.438756475781981,0.426949580612136,0.415707044316003,0.405089938819224,0.394745204149416,0.385055003650843,0.375702246269756,0.366334052723692,0.35749835174157,0.348830129349961
1.18365556194704,1.15480697066711,1.12569154652023,1.09725705221318,1.07014519929204,1.04425154282596,1.01997496349828,0.996627255925291,0.973900194507606,0.951500276209503,0.929676477002322,0.908421889985673,0.887989914217473,0.868418796491486,0.849566132753,0.831337100414905,0.813522291983857,0.796114258890532,0.779281279490577,0.762929244090089,0.747172120508062,0.732013404140616,0.717294576783699,0.703010395426872,0.689121200211833,0.689121200211833,0.668515601806199,0.648626785389635,0.629588880260687,0.611381037925863,0.59386520044178,0.576974776228422,0.560455847822661,0.544412468111382,0.52893301592046,0.514201816213386,0.500113482733592,0.486689794266749,0.473680093372389,0.460924259492273,0.448453801400081,0.436292933184148,0.424768880196281,0.413996192180891,0.403614282495809,0.393889024698805,0.384353868656628,0.374578371400757,0.365127369635383,0.355780515050894
